id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2852016,Home in Stockholm · ★4.20 · 6 bedrooms · 6 beds · 3 baths,14583146,Gustav,,Älvsjö,59.27538,17.97923,Entire home/apt,10000,60,5,2015-08-08,0.04,1,49,0,
2856241,Rental unit in Stockholm · ★4.96 · 4 bedrooms · 5 beds · 2 baths,14602075,Malin,,Norrmalms,59.33725,18.05207,Entire home/apt,2994,2,70,2023-12-10,0.60,1,0,9,
2880914,Rental unit in Stockholm · ★4.56 · 1 bedroom · 2 beds · 1.5 baths,14220379,Isabelle,,Norrmalms,59.33786855658246,18.04763076283234,Entire home/apt,728,4,189,2023-12-11,1.61,1,39,24,
2906312,Rental unit in Enskede · ★4.63 · 1 bedroom · 1 bed · 1 bath,8912192,Patrik,,Enskede-Årsta-Vantörs,59.27403,18.05435,Entire home/apt,473,30,68,2023-11-11,0.58,1,362,1,
2951723,Rental unit in Stockholm · ★4.70 · 1 bedroom · 1 bed · 1 bath,2718297,Linda,,Södermalms,59.31678,18.04136,Entire home/apt,1200,5,10,2023-08-05,0.09,1,0,3,
2995648,Rental unit in Stockholm · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,8098890,Robin,,Södermalms,59.31512,18.06252,Entire home/apt,2784,3,191,2023-12-18,1.63,20,7,56,
3008038,Rental unit in Stockholm · ★4.85 · 3 bedrooms · 3 beds · 1 bath,4306005,Fredrik,,Södermalms,59.30812,18.06417,Entire home/apt,3000,3,48,2023-08-03,0.41,1,248,7,
3023612,Guesthouse in Älvsjö · 1 bedroom · 1 bed · 1 private bath,8483582,Tommy,,Älvsjö,59.27691,18.00104,Private room,1200,2,2,2023-05-13,0.25,1,363,2,
3039106,Rental unit in Stockholm County · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,6790299,Magnus,,Norrmalms,59.34316,18.04366,Entire home/apt,3100,4,36,2023-11-04,0.31,1,53,5,
3092308,Condo in Stockholm · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,4736776,Björn,,Hägersten-Liljeholmens,59.31377,18.01204,Private room,643,2,129,2023-11-20,1.11,1,76,10,
3101290,Villa in Enskede · ★5.0 · 3 bedrooms · 6 beds · 2 baths,14369794,Anna,,Farsta,59.26879,18.07823,Entire home/apt,2200,6,13,2023-08-10,0.13,1,347,2,
3108437,Rental unit in Stockholm  · ★3.91 · 1 bedroom · 2 beds · 2 shared baths,8387566,Mats,,Hägersten-Liljeholmens,59.30472,17.97565,Private room,254,30,11,2022-06-05,0.09,4,312,0,
3113785,Rental unit in Stockholm · ★4.62 · 2 bedrooms · 1 bed · 1 shared bath,9192286,Askar,,Skärholmens,59.29722,17.942,Private room,650,1,69,2017-11-04,0.59,1,0,0,
3132733,Home in Stockholm · ★5.0 · 4 bedrooms · 5 beds · 1.5 baths,15907809,Emma & Alex,,Bromma,59.32445,17.93222,Entire home/apt,3500,7,12,2023-08-06,0.12,1,33,1,
3135540,Rental unit in Stockholm · ★4.73 · 2 bedrooms · 3 beds · 1 bath,15921456,Jelena,,Södermalms,59.31742,18.07368,Entire home/apt,,7,11,2023-09-01,0.11,1,0,3,
3137206,Rental unit in Stockholm · ★4.80 · 3 bedrooms · 3 beds · 1 bath,15928933,Caroline,,Södermalms,59.31686,18.04892,Entire home/apt,3500,3,10,2023-09-04,0.15,1,86,6,
3146273,Rental unit in Stockholm · ★4.75 · 2 bedrooms · 2 beds · 1 bath,7992944,Elias,,Norrmalms,59.34044,18.03928,Entire home/apt,,5,20,2023-08-14,0.17,1,0,2,
3195118,Condo in Stockholm · ★4.95 · 2 bedrooms · 3 beds · 1.5 baths,16195157,Björn,,Kungsholmens,59.32778,18.03946,Entire home/apt,2900,5,44,2023-08-11,0.42,1,48,3,
3207209,Rental unit in Stockholm · ★4.60 · 3 bedrooms · 3 beds · 1 bath,7638228,Sara,,Kungsholmens,59.32873,18.02867,Entire home/apt,,5,5,2017-01-04,0.04,2,0,0,
3217537,Rental unit in Östermalm · 4 bedrooms · 1 bed · 3 baths,5514914,Daniel,,Östermalms,59.34545438776839,18.10905543278046,Entire home/apt,12429,7,0,,,1,362,0,
3248936,Rental unit in Stockholm · ★4.75 · 3 bedrooms · 4 beds · 1 bath,13482209,Carina,,Södermalms,59.30386,18.09418,Entire home/apt,1700,2,4,2016-05-15,0.04,1,0,0,
3259719,Rental unit in Stockholm · ★4.86 · 3 bedrooms · 3 beds · 1 bath,16485609,Arvid,,Södermalms,59.31368,18.09296,Entire home/apt,,5,14,2018-08-15,0.14,1,0,0,
3273835,Rental unit in Stockholm · ★5.0 · 4 bedrooms · 6 beds · 2 baths,16554746,Sandra,,Södermalms,59.31687,18.03622,Entire home/apt,2514,4,5,2023-08-15,0.89,1,124,5,
3277477,Rental unit in Stockholm · ★4.63 · 1 bedroom · 8 beds · 1 bath,4380521,City Backpackers,,Norrmalms,59.33595,18.05487,Entire home/apt,2914,1,88,2023-11-16,0.79,3,0,14,
3306751,Rental unit in Enskede-Årsta-Vantör · 2 bedrooms · 2 beds · 1 bath,16699646,Isa,,Enskede-Årsta-Vantörs,59.28545824303225,18.095733525386756,Entire home/apt,1321,1,0,,,1,73,0,
3317337,Rental unit in Stockholm · ★4.71 · 3 bedrooms · 3 beds · 1 bath,10692460,Henrik,,Södermalms,59.323811,18.071344,Entire home/apt,5000,5,42,2023-08-10,0.36,3,63,10,
3322916,Rental unit in Stockholm · ★4.56 · 2 bedrooms · 3 beds · 1 bath,16776647,Ricky,,Enskede-Årsta-Vantörs,59.29735,18.07939,Entire home/apt,1100,3,107,2023-11-04,0.93,1,12,19,
3332427,Rental unit in Stockholm · ★4.91 · 1 bedroom · 2 beds · 1 bath,10692460,Henrik,,Södermalms,59.32381,18.07134,Entire home/apt,1400,2,116,2023-12-14,1.70,3,262,55,
3333022,Townhouse in Stockholm · ★4.75 · 4 bedrooms · 8 beds · 3.5 baths,4268339,Kristina,,Hägersten-Liljeholmens,59.30603,17.9731,Entire home/apt,2899,4,16,2023-11-18,0.14,1,29,3,
3339466,Rental unit in Stockholm · ★4.87 · 2 bedrooms · 3 beds · 1.5 baths,16856777,Gustaf,,Kungsholmens,59.33265,18.01518,Entire home/apt,,5,15,2023-07-28,0.16,1,0,3,
3355857,Rental unit in Stockholm · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,16935320,Pernilla,,Södermalms,59.31923,18.0585,Private room,1400,2,49,2023-05-29,0.43,1,88,2,
3385563,Rental unit in Stockholm · ★4.29 · 1 bedroom · 1.5 baths,3977573,Sara,,Södermalms,59.31806,18.04668,Entire home/apt,629,30,21,2021-10-08,0.18,1,272,0,
3400159,Home in Stockholm · ★5.0 · 5 bedrooms · 4 beds · 2 baths,17149641,Madeleine,,Älvsjö,59.27285,17.96317,Entire home/apt,2600,5,9,2023-07-28,0.09,1,11,2,
3401343,Rental unit in Stockholm · ★4.33 · 1 bedroom · 2 beds · 1 bath,11266792,Linnea,,Södermalms,59.3162,18.04021,Entire home/apt,,1,6,2022-08-27,0.08,1,0,0,
3401995,Condo in Kungsholmen · 3 bedrooms · 4 beds · 1 bath,17151971,Anna,,Kungsholmens,59.31936,17.98259,Entire home/apt,1300,1,0,,,1,362,0,
3410275,Rental unit in ÅRSTA · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,16809440,Monica,,Enskede-Årsta-Vantörs,59.30232,18.04689,Private room,541,1,84,2023-09-24,0.73,1,51,12,
3417805,Rental unit in Gröndal · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,17231775,Jane,,Hägersten-Liljeholmens,59.31602,18.01264,Private room,535,1,239,2023-12-26,3.40,1,90,66,
3422549,Rental unit in Stockholm · ★4.17 · 1 bedroom · 1 bed · 1 bath,17251325,Nicole,,Södermalms,59.31693,18.04438,Entire home/apt,2057,3,6,2022-08-31,0.05,1,355,0,
3439208,Rental unit in Hägersten · ★4.93 · 1 bedroom · 2 beds · 1 shared bath,2877752,Martin,,Hägersten-Liljeholmens,59.30765,17.99767,Private room,,2,29,2023-05-11,0.42,1,0,1,
3456230,Rental unit in Stockholm · ★5.0 · 3 bedrooms · 3 beds · 1 bath,15071959,Anna,,Hägersten-Liljeholmens,59.30581,18.02852,Entire home/apt,,4,5,2019-08-06,0.04,1,0,0,
3471610,Rental unit in Stockholm · ★4.73 · 2 bedrooms · 4 beds · 1 bath,17412048,Elinor,,Norrmalms,59.3455,18.05449,Entire home/apt,,3,11,2023-09-15,0.11,1,0,6,
3475703,Rental unit in Stockholm · ★4.90 · 1 bedroom · 2 beds · 1 bath,8121403,Ebba,,Södermalms,59.30833,18.06696,Entire home/apt,1300,2,30,2023-10-18,0.26,1,89,3,
3501347,Rental unit in Stockholm · ★4.88 · 1 bedroom · 1 bed · 1 bath,17437011,Malin,,Norrmalms,59.34202,18.0289,Entire home/apt,,30,8,2018-08-31,0.08,1,0,0,
3512239,Rental unit in Stockholm · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,4544741,Åsa,,Hägersten-Liljeholmens,59.30154,18.00838,Entire home/apt,,4,3,2019-08-02,0.03,1,0,0,
3570773,Rental unit in Stockholm · 1 bedroom · 1 bed · 1 bath,107502,Anna,,Södermalms,59.30759,18.08946,Entire home/apt,415,150,0,,,1,0,0,
3676773,Rental unit in Södermalm · ★4.0 · 1 bedroom · 2 beds · 1 shared bath,18674130,Charlotte,,Södermalms,59.317046531199004,18.050451144839528,Private room,900,1,4,2023-08-26,0.78,1,361,4,
3682307,Rental unit in Stockholm · ★4.84 · 2 bedrooms · 4 beds · 1 bath,18719400,Ingun,,Södermalms,59.30894,18.08553,Entire home/apt,1800,6,45,2023-08-28,0.39,1,8,7,
3695394,Cabin in Stockholm · ★4.92 · 1 bedroom · 3 beds · 1 bath,9149554,Lena,,Enskede-Årsta-Vantörs,59.27535,18.03203,Entire home/apt,,4,72,2023-08-29,0.63,1,0,11,
3709938,Rental unit in Stockholm · ★4.84 · 1 bedroom · 2 beds · 1 bath,18720954,Maria And Family,,Norrmalms,59.32776,18.07586,Entire home/apt,,5,123,2023-11-19,1.08,1,0,18,
3754208,Rental unit in Stockholm · ★4.97 · 1 bedroom · 1 bed · 1 bath,7626050,Erik,,Södermalms,59.32387,18.06933,Entire home/apt,1643,28,39,2023-10-31,0.38,1,16,4,
3869021,Loft in Stockholm · ★5.0 · 4 bedrooms · 4 beds · 1.5 baths,2537136,Jakob,,Södermalms,59.31826,18.03141,Entire home/apt,3495,8,27,2023-11-02,0.25,1,6,4,
3875790,Rental unit in Stockholm · ★4.67 · 3 bedrooms · 3 beds · 2 baths,20026190,Malin,,Södermalms,59.31597,18.04632,Entire home/apt,2700,5,9,2017-01-11,0.08,1,1,0,
3889724,Home in Stockholm · ★4.90 · 1 bedroom · 1 bed · 1 bath,12146440,Therese,,Södermalms,59.31617,18.08942,Entire home/apt,1100,4,140,2023-11-19,1.23,1,86,18,
3892223,Rental unit in Stockholm · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,6422311,Christian,,Norrmalms,59.34011,18.03048,Private room,773,26,35,2019-09-29,0.31,2,146,0,
3914663,Loft in Stockholm · 3 bedrooms · 3 beds · 1.5 baths,20276258,Mia,,Norrmalms,59.34229,18.03599,Entire home/apt,4000,5,0,,,1,356,0,
3933634,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,20381576,Richard,,Östermalms,59.33787,18.07866,Entire home/apt,887,500,3,2015-09-12,0.03,1,363,0,
3955249,Home in Stockholm/Älvsjö · ★4.08 · 3 bedrooms · 5 beds · 1 bath,1554143,Anitta,,Älvsjö,59.27829,17.9923,Entire home/apt,2500,3,12,2020-02-10,0.11,2,364,0,
3964741,Rental unit in Stockholm · ★4.49 · 1 bedroom · 2 beds · 1 bath,20548763,André,,Kungsholmens,59.33054,18.00411,Entire home/apt,,2,74,2023-07-30,0.82,1,0,1,
4006098,Condo in Stockholm · ★4.71 · 3 bedrooms · 8 beds · 2 baths,20771505,Anna,,Hägersten-Liljeholmens,59.30272,18.0053,Entire home/apt,2400,3,86,2023-08-18,0.77,1,197,7,
4027340,Home in Stockholm · ★4.71 · 4 bedrooms · 4 beds · 2 baths,4068175,Florence,,Hägersten-Liljeholmens,59.30263,17.95194,Entire home/apt,,7,17,2023-07-24,0.16,1,0,1,
4046666,Rental unit in Stockholm · ★4.99 · 2 bedrooms · 3 beds · 1.5 baths,3691991,Espen,,Norrmalms,59.33839,18.06491,Entire home/apt,2490,5,99,2023-11-17,0.88,1,6,5,
4163302,Rental unit in Stockholm · ★4.97 · 3 bedrooms · 3 beds · 1.5 baths,8774397,Björn,,Östermalms,59.33964,18.08023,Entire home/apt,,2,62,2022-09-26,0.76,1,0,0,
4194834,Condo in Stockholm · ★5.0 · 1 bedroom · 2 beds · 1 bath,21762699,Madeleine,,Skarpnäcks,59.28635,18.11015,Entire home/apt,500,3,8,2023-08-03,0.12,1,10,1,
4196702,Rental unit in Stockholm · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,21771376,John,,Södermalms,59.31398,18.08415,Entire home/apt,,2,56,2020-11-23,0.72,1,0,0,
4223275,Condo in Stockholm · ★4.94 · 1 bedroom · 2 beds · 1 bath,21917357,Sue,,Östermalms,59.34632,18.11412,Entire home/apt,1156,3,18,2022-04-08,0.16,1,0,0,
4224411,Rental unit in Stockholm · ★4.84 · 1 bedroom · 1 bed · 1.5 baths,7275386,Ewa,,Kungsholmens,59.3346,18.03524,Private room,525,1,145,2023-12-13,1.33,1,276,34,
4240215,Home in Stockholm · 4 bedrooms · 5 beds · 2 baths,22003025,Sofia,,Enskede-Årsta-Vantörs,59.2797,18.07888,Entire home/apt,2500,7,1,2016-07-30,0.01,1,83,0,
4266112,Guesthouse in Stockholm · ★4.51 · 1 bedroom · 2 beds · 1 bath,22145903,Krister,,Älvsjö,59.26784,17.98297,Entire home/apt,730,5,61,2023-10-22,0.62,1,147,10,
4274300,Rental unit in Stockholm · ★4.80 · Studio · 1 bed · 1 bath,222520,Robert Mattias,,Södermalms,59.31827,18.02978,Entire home/apt,,5,88,2020-11-01,0.96,1,0,0,
4317025,Rental unit in Stockholm · ★5.0 · 2 bedrooms · 1 bed · 1 bath,22407158,Medet,,Farsta,59.27354,18.07057,Entire home/apt,3500,1,4,2015-08-28,0.04,1,365,0,
4345037,Home in Stockholm · ★4.91 · 5 bedrooms · 6 beds · 3 baths,22557404,Sophia,,Bromma,59.32913,17.97592,Entire home/apt,5000,4,46,2023-08-11,0.45,1,153,4,
4382134,Condo in Stockholm · ★4.97 · 3 bedrooms · 3 beds · 1.5 baths,22752322,Petra,,Södermalms,59.30637,18.10411,Entire home/apt,2500,3,39,2023-08-09,0.36,1,170,3,
4425828,Rental unit in Kungsholmen · ★New · 1 bedroom · 1 bed · 1 bath,22975136,Maja,,Kungsholmens,59.32156200000001,17.9955947,Entire home/apt,960,1,0,,,1,36,0,
4442117,Rental unit in Stockholm · ★4.51 · 2 bedrooms · 6 beds · 1 bath,23057084,Qui,,Norrmalms,59.34759,18.06194,Entire home/apt,1500,1,37,2023-07-09,0.35,2,361,5,
4490742,Rental unit in Stockholm · ★4.82 · Studio · 2 beds · 1 bath,12834413,Jens,,Södermalms,59.31725,18.02749,Entire home/apt,850,7,107,2022-08-26,0.96,2,23,0,
4510223,Rental unit in Stockholm · ★4.39 · 1 bedroom · 1 bed · 1 bath,9387119,Layla,,Södermalms,59.31578,18.08451,Entire home/apt,900,20,36,2023-10-21,0.36,1,29,5,
4510321,Rental unit in Stockholm · ★4.73 · 3 bedrooms · 6 beds · 1.5 baths,21776338,Therese,,Östermalms,59.33872,18.06916,Entire home/apt,3200,4,11,2023-07-26,0.11,1,14,3,
4560935,Rental unit in Stockholm · 1 bedroom · 1 bed · 1.5 baths,7735109,Tove,,Södermalms,59.31918,18.07291,Entire home/apt,,3,2,2016-11-07,0.02,1,0,0,
4567286,Rental unit in Stockholm · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,23674901,Ani,,Kungsholmens,59.331,18.03945,Entire home/apt,1500,3,24,2023-12-18,0.22,1,60,3,
4586061,Rental unit in Stockholm · 2 bedrooms · 3 beds · 1 bath,23771155,Anna,,Norrmalms,59.3414,18.0436,Entire home/apt,2000,14,1,2016-07-28,0.01,1,10,0,
4591467,Rental unit in Stockholm · ★4.88 · 3 bedrooms · 6 beds · 2 baths,23773283,Ann-Sofi,,Norrmalms,59.32953,18.06258,Entire home/apt,,1,8,2016-01-03,0.08,1,0,0,
4595163,Rental unit in Stockholm · ★4.94 · 1 bedroom · 2 beds · 1 bath,1151067,Alexander,,Östermalms,59.33707,18.08795,Entire home/apt,2340,2,81,2023-12-11,1.42,1,57,23,
4661068,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,1563203,Sofia,,Södermalms,59.31563,18.02873,Entire home/apt,1400,5,7,2022-09-16,0.07,1,356,0,
4683232,Condo in Stockholm · ★4.93 · Studio · 1 bed · 1.5 baths,24335142,Josefin,,Södermalms,59.314,18.08391,Entire home/apt,1100,3,104,2023-12-03,0.98,1,17,9,
4723486,Rental unit in Stockholm · ★4.88 · 1 bedroom · 1 bed · 1 bath,6437888,Jezzica,,Södermalms,59.314404,18.081444,Entire home/apt,1716,2,73,2023-10-08,0.70,1,6,7,
4736291,Rental unit in Stockholm · ★4.94 · 1 bedroom · 1 bed · 1 bath,24451565,Karin,,Norrmalms,59.34921,18.05905,Entire home/apt,5000,2,18,2023-08-21,0.16,1,179,2,
4760460,Rental unit in Stockholm · ★4.91 · 4 bedrooms · 5 beds · 2 baths,24563562,Cecilia And Anders,,Södermalms,59.307,18.09623,Entire home/apt,,1,66,2018-11-03,0.62,1,0,0,
4808886,Condo in Södermalm · ★4.78 · 2 bedrooms · 3 beds · 1 bath,24768573,Anna,,Södermalms,59.31982,18.03371,Entire home/apt,,5,9,2023-08-06,0.51,1,0,6,
4831733,Rental unit in Stockholm · ★4.78 · Studio · 1 bed · 1 bath,24872682,Frida,,Södermalms,59.3185,18.02484,Entire home/apt,,3,58,2022-09-18,0.53,1,0,0,
4839907,Rental unit in Stockholm · ★4.82 · 2 bedrooms · 3 beds · 1.5 baths,24907465,Marcella,,Enskede-Årsta-Vantörs,59.29876,18.05582,Private room,445,4,11,2023-01-06,0.16,1,0,1,
4869342,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,5829710,Eric,,Hägersten-Liljeholmens,59.30512,17.99388,Entire home/apt,1198,3,4,2017-06-02,0.04,1,361,0,
4927639,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,2352109,Jakob,,Skarpnäcks,59.29675,18.10338,Entire home/apt,1000,2,15,2023-11-27,0.22,1,256,4,
4984631,Rental unit in Stockholm / Bandhagen · ★5.0 · 2 bedrooms · 4 beds · 1 bath,5974065,Anna,,Enskede-Årsta-Vantörs,59.26592,18.05942,Entire home/apt,820,5,6,2019-07-21,0.06,1,113,0,
5002095,Rental unit in Bromma · ★4.75 · 1 bedroom · 2 beds · 1 bath,25794487,Sören,,Bromma,59.3189,17.96152,Entire home/apt,,3,32,2022-07-22,0.35,2,0,0,
5044485,Condo in Stockholm · ★4.34 · 2 bedrooms · 3 beds · 1 bath,26043221,Johan,,Södermalms,59.31421,18.06262,Entire home/apt,1200,2,56,2023-10-29,0.53,1,157,10,
5114108,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,26424883,Marco,,Kungsholmens,59.333655015638435,18.015695867669606,Private room,,1,37,2023-07-09,0.58,1,0,14,
5117906,Condo in Stockholm · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,26423576,Patrik,,Bromma,59.34482,17.8878,Private room,761,2,30,2023-08-29,0.30,1,180,7,
5135270,Condo in Stockholm · ★4.93 · 2 bedrooms · 1 bath,26545864,Conny,,Södermalms,59.31857,18.03696,Entire home/apt,1395,3,99,2023-12-10,0.93,1,5,17,
5143979,Rental unit in Stockholm · ★5.0 · 1 bedroom · 3 beds · 1 bath,23057084,Qui,,Norrmalms,59.34893,18.06105,Private room,950,1,8,2023-05-02,0.08,2,362,1,
5147517,Home in Stockholm · ★5.0 · 3 bedrooms · 5 beds · 2 baths,26614020,Björn,,Farsta,59.27164,18.0876,Entire home/apt,4000,3,8,2023-09-24,0.15,1,93,4,
5211276,Rental unit in Stockholm · ★4.75 · 1 bedroom · 2 beds · 1 bath,26958984,Eva Vilda,,Södermalms,59.31534,18.0347,Entire home/apt,2500,3,4,2016-11-09,0.04,1,354,0,
5279090,Townhouse in Hässelby · ★4.94 · 4 bedrooms · 5 beds · 2 baths,16172668,Johan,,Hässelby-Vällingby,59.37677,17.79983,Entire home/apt,2000,2,36,2022-01-02,0.34,1,0,0,
5283346,Rental unit in Stockholm · 1 bedroom · 1 bed · 1 bath,27353732,Kajsa,,Södermalms,59.30721,18.08785,Entire home/apt,3000,1,0,,,1,0,0,
5289254,Condo in Stockholm · ★4.68 · 1 bedroom · 1 bed · 1 bath,25985813,Hanna,,Norrmalms,59.34482,18.03429,Entire home/apt,1000,6,19,2023-11-04,0.18,1,72,6,
5296050,Loft in Stockholm · ★5.0 · 2 bedrooms · 2 beds · 2 baths,27428901,Eva,,Södermalms,59.31791,18.05317,Entire home/apt,,6,8,2019-08-19,0.10,1,0,0,
5348547,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,23178281,Henrik,,Östermalms,59.3727,18.0539,Entire home/apt,1049,7,5,2022-08-12,0.05,1,87,0,
5360266,Townhouse in Stockholm · ★4.84 · 4 bedrooms · 4 beds · 2 baths,27786741,Lina,,Skarpnäcks,59.27917,18.11881,Entire home/apt,2000,5,19,2020-06-25,0.18,1,87,0,
5362220,Condo in Stockholm · ★4.70 · 1 bedroom · 1.5 baths,27797274,Orhan,,Kungsholmens,59.33519,18.01226,Entire home/apt,850,1,47,2022-04-07,0.47,1,0,0,
5426559,Home in Stockholm · ★4.83 · 5 bedrooms · 5 beds · 3.5 baths,8342524,Jamie,,Hägersten-Liljeholmens,59.30385,17.96736,Entire home/apt,,4,6,2018-04-16,0.06,1,0,0,
5496444,Rental unit in Stockholm · ★4.80 · 3 bedrooms · 6 beds · 3 baths,28506733,Jana,,Södermalms,59.31723,18.03132,Entire home/apt,2936,5,15,2023-07-13,0.14,1,139,2,
5545190,Rental unit in Bagarmossen · ★4.83 · 2 bedrooms · 4 beds · 1 bath,28751253,Elena,,Skarpnäcks,59.27611,18.12659,Entire home/apt,,2,30,2022-04-18,0.38,1,0,0,
5559364,Home in Stockholm · ★4.82 · 1 bedroom · 1 bed · 1 private bath,28820921,Kerstin,,Hägersten-Liljeholmens,59.30024,17.95386,Private room,560,2,165,2023-10-02,1.56,1,0,22,
5559557,Rental unit in Stockholm · ★5.0 · 4 bedrooms · 4 beds · 2 baths,2284827,Anna,,Södermalms,59.30732,18.06689,Entire home/apt,,6,5,2023-08-10,0.05,1,0,1,
5574577,Bed and breakfast in Stockholm · ★4.96 · 1 bedroom · 1 bed · 1 bath,28169993,Maria  & Per,,Älvsjö,59.26551,17.97737,Private room,,1,52,2019-08-17,0.49,1,0,0,
5576409,Condo in Stockholm · ★4.74 · 2 bedrooms · 1 bed · 1 bath,16038006,Guillaume,,Södermalms,59.32026,18.0586,Entire home/apt,,3,31,2022-07-12,0.30,1,0,0,
5636187,Rental unit in Stockholm · ★4.61 · 1 bedroom · 1 bed · 1 bath,29210804,Kristina,,Östermalms,59.33383,18.08866,Entire home/apt,,3,38,2021-09-03,0.37,1,0,0,
5655177,Rental unit in Stockholm · 1 bedroom · 1 bed · 1 bath,27281864,John,,Skarpnäcks,59.29552,18.10523,Private room,350,30,2,2023-05-31,0.02,1,358,1,
5675631,Condo in Stockholm · ★4.97 · 1 bedroom · 1 bed · 1 bath,29428726,Bengt,,Södermalms,59.30485,18.07211,Entire home/apt,1400,6,35,2023-09-01,0.33,1,97,5,
5690367,Rental unit in Stockholm · ★4.91 · 2 bedrooms · 2 beds · 1 bath,29501426,Sara And Henrik,,Södermalms,59.31605,18.03633,Entire home/apt,,4,11,2018-07-09,0.11,1,0,0,
5690866,Condo in Stockholm · ★4.88 · 2 bedrooms · 1 bath,29502286,Görel,,Södermalms,59.31056,18.05251,Entire home/apt,1200,28,16,2023-09-01,0.15,1,245,2,
5701850,Rental unit in Stockholm · ★4.91 · 2 bedrooms · 3 beds · 1 bath,5538207,Aurore,,Södermalms,59.32474,18.07026,Entire home/apt,2500,3,32,2023-11-21,0.30,1,352,6,
5711903,Home in Stockholm · ★4.50 · 4 bedrooms · 4 beds · 2 baths,1993266,Stephane,,Skärholmens,59.28084,17.88999,Entire home/apt,2287,3,18,2023-08-11,0.17,1,107,1,
5723567,Rental unit in Hammarby Sjöstad · 2 bedrooms · 4 beds · 1 bath,19147433,Pia,,Södermalms,59.30412,18.11362,Entire home/apt,,60,0,,,1,0,0,
5727549,Villa in Stockholm · ★4.85 · 2 bedrooms · 2 beds · 1.5 baths,7136111,Susanne,,Älvsjö,59.27554,17.98705,Entire home/apt,1546,2,40,2023-08-09,0.39,2,171,4,
